Ahoj!	Hallo!	01 01-1 vorgefertigt
Čí je to?	Wessen ist das? // Wem gehört das?	11 11-49 vorgefertigt
Vídeň	Wien	11 11-50 vorgefertigt
ve Vídni	in Wien	11 11-51 vorgefertigt
Slovensko	Slowakei	11 11-52 vorgefertigt
Španělsko	Spanien	11 11-53 vorgefertigt
Polsko	Polen	11 11-54 vorgefertigt
Francie	Frankreich	11 11-55 vorgefertigt
Maďarsko	Ungarn	11 11-56 vorgefertigt
Rusko	Russland	11 11-57 vorgefertigt
Německo	Deutschland	11 11-58 vorgefertigt
Slovinsko	Slowenien	11 11-59 vorgefertigt
Lichtenštejnsko	Liechtenstein	11 11-60 vorgefertigt
Švýcarsko	Schweiz	11 11-61 vorgefertigt
Itálie	Italien	11 11-62 vorgefertigt
písnička	Lied	11 11-63 vorgefertigt
báseň	Gedicht	11 11-64 vorgefertigt
jarní, -í,-í	Frühlings-	12 12-1 vorgefertigt
malovat/ vymalovat	malen // ausmalen // (Wohnung)	12 12-2 vorgefertigt
mýt*/umýt* // myju, myješ, myje, // myjeme,myjete, myjou // \textbf{myl/ umyl}	waschen	12 12-3 vorgefertigt
luxovat/ vyluxovat	Staub saugen	12 12-4 vorgefertigt
prát*/ vyprat* // peru, pereš, pere, pereme, // perete, perou // pral/ vypral	Wäsche waschen	12 12-5 vorgefertigt
žehlit/ vyžehlit	bügeln	12 12-6 vorgefertigt
kupovat/ koupit	kaufen	12 12-7 vorgefertigt
dělat/ udělat	mache	12 12-8 vorgefertigt
opravovat/ opravit	reparieren	12 12-9 vorgefertigt
uklízet/ uklidit	aufräumen	12 12-10 vorgefertigt
jíst*/ sníst* // jím, jíš, jí // jíme, jíte, jí // \textbf{jedl/ snědl}	essen	12 12-11 vorgefertigt
ztrácet/ ztratit	verlieren	12 12-12 vorgefertigt
dávat/ dát	geben	12 12-13 vorgefertigt
dostávat/ dostat	bekommen	12 12-14 vorgefertigt
prodávat/ prodat	verkaufen	12 12-15 vorgefertigt
číst*/ přečíst* // čtu, čteš, čte // čteme, čtětě, čtou // \textbf{četl / přečetl}	lesen	12 12-16 vorgefertigt
pít*/ vypít* // piju, piješ,pije // pijeme,pijete, pijou // pil/ vypil	trinken // austrinken	12 12-17 vorgefertigt
psát*/ napsat // píšu, píšeš,píše // píšeme, píšete, píšou // psal/ napsal	schreiben	12 12-18 vorgefertigt
učit se/ naučit se	lernen	12 12-19 vorgefertigt
nádobí	Geschirr	12 12-20 vorgefertigt
klíč (m.)	Schlüssel	12 12-21 vorgefertigt
prádlo (s.)	Wäsche	12 12-22 vorgefertigt
nájem (m.)	Miete	12 12-23 vorgefertigt
předvánoční	vorweihnachtlich	12 12-24 vorgefertigt
Vánoce (w.)	Weihnachten	12 12-25 vorgefertigt
nejdřív	zuerst	12 12-26 vorgefertigt
obývák (m.)	Wohnzimmer	12 12-27 vorgefertigt
pořád	immer // ständig	12 12-28 vorgefertigt
stromeč\uline{e}k, strome\textbf{čku} (m.)	Weihnachtsbaum	12 12-29 vorgefertigt
letět	fliegen	12 12-30 vorgefertigt
plánovat/ naplánovat	planen	12 12-31 vorgefertigt
účet (m.)	Rechnung	12 12-32 vorgefertigt
vařit/ uvařit	kochen	12 12-33 vorgefertigt
dostávat/ dostat* // dostanu,-eš, -e // dostaneme, -ete, -ou // dostal	bekommen	12 12-34 vorgefertigt
prodávat/ prodat	verkaufen	12 12-35 vorgefertigt
malovat/namalovat	malen // (Bild)	12 12-36 vorgefertigt
dár\uline{e}k, dá\textbf{rku} (m.)	Geschenk	12 12-37 vorgefertigt
zapomínat/ zapomenout* // zapomenu, -eš,-e // zapomeneme, -ete, -ou // zapomněl	vergessen	12 12-38 vorgefertigt
obvykle	gewöhnlich (Adverb)	12 12-39 vorgefertigt
obyčejný, -á, -é	gewöhnlicher, -e, -es // einfacher, -e,-es	12 12-40 vorgefertigt
peníze, pen\textbf{ěz} (w. Pl.)	Geld	12 12-41 vorgefertigt
určitě	gewiss, sicher	12 12-42 vorgefertigt
vidět/ uvidět	sehen	12 12-43 vorgefertigt
učit/ vyučit	unterrichten, lehren	12 12-44 vorgefertigt
platit/ zaplatit	zahlen/ // bezahlen	12 12-45 vorgefertigt
kontrolovat/ zkontrolovat	kontrollieren rechnen,	12 12-46 vorgefertigt
počítat/ spočítat	zusammenzählen	12 12-47 vorgefertigt
říkat/říct* // řeknu, -eš, -e // řekneme,-ete, -ou // řekl	sagen	12 12-48 vorgefertigt
jít na návštěvu (w.)	jemanden besuchen	13 13-1 vorgefertigt
hledat	suchen	13 13-2 vorgefertigt
jak se jde k …?	wie kommt man zum …?	13 13-3 vorgefertigt
zahýbat/ zahnout	einbiegen // abbiegen	13 13-4 vorgefertigt
doprava	nach rechts	13 13-5 vorgefertigt
doleva	nach links	13 13-6 vorgefertigt
rovně	geradeaus	13 13-7 vorgefertigt
vidět/ uvidět	sehen	13 13-8 vorgefertigt
jdi/ jděte	geh // geht/ gehen Sie	13 13-9 vorgefertigt
jeď/ jeďte	fahre // fahrt/ fahren Sie	13 13-10 vorgefertigt
zpátky	zurück	13 13-11 vorgefertigt
nahoru	nach oben // hinauf	13 13-12 vorgefertigt
dolů	nach unten // hinunter	13 13-13 vorgefertigt
domů	nach Hause	13 13-14 vorgefertigt
ztratit se	verloren gehen // sich verirren	13 13-15 vorgefertigt
hlavní ulice (w.)	Hauptstraße	13 13-16 vorgefertigt
semafor (m.)	Ampel	13 13-17 vorgefertigt
zase	wieder	13 13-18 vorgefertigt
fajn	fein	13 13-19 vorgefertigt
třetí, -í, -í	dritter/e/es	13 13-20 vorgefertigt
parkoviště (s.)	Parkplatz	13 13-21 vorgefertigt
přecházet/ přejít	drüber gehen	13 13-22 vorgefertigt
první	erster/e/es	13 13-23 vorgefertigt
druhý, -á, -é	zweiter/e/es	13 13-24 vorgefertigt
přicházet/ přijít	kommen	13 13-25 vorgefertigt
odcházet/ odejít	weggehen	13 13-26 vorgefertigt
přijíždět/ přijet	(fahrend) kommen	13 13-27 vorgefertigt
odjíždět/ odjet	wegfahren // abfahren	13 13-28 vorgefertigt
přilétat/ přiletět	herfliegen	13 13-29 vorgefertigt
trvávat/ trvat	dauern	13 13-30 vorgefertigt
unavený, -á, -é	müde	13 13-31 vorgefertigt
vesnice (w.)	Dorf	13 13-32 vorgefertigt
výstup (m.)	Ausstieg // das Aussteigen	13 13-33 vorgefertigt
nástup (m.)	Einstieg // das Einsteigen	13 13-34 vorgefertigt
přestup (m.)	Umsteigen	13 13-35 vorgefertigt
vchod (m.)	Eingang	13 13-36 vorgefertigt
východ (m.)	Ausgang	13 13-37 vorgefertigt
podchod (m.)	Unterführung	13 13-38 vorgefertigt
schod (m.)	Stufe // Treppe	13 13-39 vorgefertigt
záchod (m.)	Klo	13 13-40 vorgefertigt
obchod (m.)	Geschäft	13 13-41 vorgefertigt
příjezd (m.)	Ankunft	13 13-42 vorgefertigt
odjezd (m.)	Abfahrt	13 13-43 vorgefertigt
nadjezd (m.)	(Straßen)überführung	13 13-44 vorgefertigt
podjezd (m.)	Unterführung	13 13-45 vorgefertigt
přílet (m.)	Flugankunft	13 13-46 vorgefertigt
odlet (m.)	Abflug	13 13-47 vorgefertigt
výlet (m.)	Ausflug	13 13-48 vorgefertigt
na silnici (w.)	auf der Landstraße	13 13-49 vorgefertigt
na ulici (w.)	auf der Straße	13 13-50 vorgefertigt
objet/ objíždět	umfahren	13 13-51 vorgefertigt
vyjet/ vyjíždět	hinauffahren	13 13-52 vorgefertigt
projet/ projíždět	durchfahren	13 13-53 vorgefertigt
sjet/ sjíždět	herunterfahren	13 13-54 vorgefertigt
přejet/ přejíždět	überfahren	13 13-55 vorgefertigt
král (m.bel.)	König	13 13-56 vorgefertigt
královna (w.)	Königin	13 13-57 vorgefertigt
princ (m.bel.)	Prinz	13 13-58 vorgefertigt
princezna (w.)	Prinzessin	13 13-59 vorgefertigt
drak (m.bel.)	Drache	13 13-60 vorgefertigt
zabít draka (m.bel.)	einen Drachen töten	13 13-61 vorgefertigt
zámek (m.)	Schloss	13 13-62 vorgefertigt
les (m.)	Wald	13 13-63 vorgefertigt
přeplavat	durchschwimmen	13 13-64 vorgefertigt
řeka (w.)	Fluss	13 13-65 vorgefertigt
poklad (m.)	Schatz	13 13-66 vorgefertigt
vztek (m.)	Wut	13 13-67 vorgefertigt
poušť (w.)	Wüste	13 13-68 vorgefertigt
údolí (s.)	Tal	13 13-69 vorgefertigt
sopka (w.)	Vulkan	13 13-70 vorgefertigt
loď (w.)	Boot	13 13-71 vorgefertigt
nebezpečný, -á, -é	gefährlich	13 13-72 vorgefertigt
peklo (s.)	Hölle	13 13-73 vorgefertigt
věc (w.)	Sache // Ding	13 13-74 vorgefertigt
obvykle	gewöhnlich	13 13-75 vorgefertigt
prostě	einfach	13 13-76 vorgefertigt
mizerný	miserabel	13 13-77 vorgefertigt
cyklistická stezka (w.)	Radweg	13 13-78 vorgefertigt
doprava (w.)	Verkehr	13 13-79 vorgefertigt
dálnice (w.)	Autobahn	13 13-80 vorgefertigt
povídat si / popovídat si // (o+6.Fall)	erzählen (über)	14 14-1 vorgefertigt
bavit se // (o+6.Fall)	sich unterhalten (über)	14 14-2 vorgefertigt
život (m.)	Leben	14 14-3 vorgefertigt
hra (w.)	Spiel	14 14-4 vorgefertigt
upír (m.bel.)	Fledermaus	14 14-5 vorgefertigt
záležet // (na+6.Fall)	an etwas/jemandem liegen, // abhängen	14 14-6 vorgefertigt
nesmysl (m.)	Unsinn	14 14-7 vorgefertigt
vztah (m.)	Beziehung	14 14-8 vorgefertigt
snít (o+6.Fall)	träumen	14 14-9 vorgefertigt
kytarista (m.bel.)	Gitarrist	14 14-10 vorgefertigt
hádat se / pohádat se // (o+6.Fall)	streiten	14 14-11 vorgefertigt
ryba (w.)	Fisch	14 14-12 vorgefertigt
moře (s.)	Meer	14 14-13 vorgefertigt
zpívat	singen	14 14-14 vorgefertigt
čekat na	warten auf	14 14-15 vorgefertigt
cvičit	üben, trainieren	14 14-16 vorgefertigt
pláž (w.)	Strand	14 14-17 vorgefertigt
trh (m.)	Markt	14 14-18 vorgefertigt
ambasáda (w.)	Botschaft	14 14-19 vorgefertigt
výlet (m.)	Ausflug	14 14-20 vorgefertigt
nemocnice (w.)	Krankenhaus	14 14-21 vorgefertigt
svatba (w.)	Hochzeit	14 14-22 vorgefertigt
maturovat (z +2.F.)	maturieren (aus)	14 14-23 vorgefertigt
hledat	suchen	14 14-24 vorgefertigt
vydělávat peníze (w.Mz.)	Geld verdienen	14 14-25 vorgefertigt
dělat kariéru (w.)	Karriere machen	14 14-26 vorgefertigt
umřít*	sterben	14 14-27 vorgefertigt
bankovka (w.)	Banknote	14 14-28 vorgefertigt
vesnice (w.)	Dorf	14 14-29 vorgefertigt
jiný, jiná, jiné	ein/e andere/r/s	14 14-30 vorgefertigt
povídka (w.)	Märchen	14 14-31 vorgefertigt
román (m.)	Roman	14 14-32 vorgefertigt
brát* si / vzít* si (+4.F.)	heiraten, nehmen	14 14-33 vorgefertigt
slavný, slavná, slavné	berühmt	14 14-34 vorgefertigt
tam	dort	14 14-35 vorgefertigt
idylický, -á, -é	idyllisch	14 14-36 vorgefertigt
venkov (m.)	Land	14 14-37 vorgefertigt
velmi	sehr	14 14-38 vorgefertigt
mít sen // (o+6.Fall)	einen Traum haben	14 14-39 vorgefertigt
číst* / přečíst* // (o+6.Fall)	(vor)lesen	14 14-40 vorgefertigt
psát* / napsat* // (o+6.Fall)	(auf)schreiben	14 14-41 vorgefertigt
slyšet / uslyšet // (o+6.Fall)	hören	14 14-42 vorgefertigt
lepší	besser	14 14-43 vorgefertigt
svět (m.)	Welt	14 14-44 vorgefertigt
rozvod (m.)	Scheidung	14 14-45 vorgefertigt
noviny (w. Mz.)	Zeitung	14 14-46 vorgefertigt
mluvit // (o+6.Fall)	sprechen	14 14-47 vorgefertigt
říkat // (o+6.Fall)	sagen	14 14-48 vorgefertigt
být v důchodu (m.)	in Rente sein	14 14-49 vorgefertigt
končit / dokončit školu (w.)	die Schule beenden	14 14-50 vorgefertigt
mít svatbu (w.)	Hochzeit feieren, heiraten	14 14-51 vorgefertigt
nastupovat/ nastoupit do práce // (w.)	Arbeit antreten	14 14-52 vorgefertigt
odejít* / odcházet (z+2.F.)	weggehen	14 14-53 vorgefertigt
rodit se / narodit se	geboren werden	14 14-54 vorgefertigt
stěhovat se / přestěhovat se	umziehen	14 14-55 vorgefertigt
základní / střední / vysoká škola // (w.)	Grund-/Mittel-/Hochschule	14 14-56 vorgefertigt
umírat / umřít*	sterben	14 14-57 vorgefertigt
vdávat se / vdát se (+za+4.F.)	heiraten *bei Frauen*	14 14-58 vorgefertigt
zakládat / založit	gründen	14 14-59 vorgefertigt
práce (w.)	Arbeit	14 14-60 vorgefertigt
ženit se / oženit se (+s+7.F.)	heiraten*bei Männern*	14 14-61 vorgefertigt
plat (m.)	Gehalt	14 14-62 vorgefertigt
lidský, -á, é	menschlich	14 14-63 vorgefertigt
hádat	raten	14 14-64 vorgefertigt
ctižádostivý	ehrgeizig	15 15-1 vorgefertigt
ambiciózní	ambitioniert	15 15-2 vorgefertigt
hodný	nett, lieb	15 15-3 vorgefertigt
líný	faul	15 15-4 vorgefertigt
nespolečenský	eigenbrötlerisch	15 15-5 vorgefertigt
pracovitý	arbeitsam	15 15-6 vorgefertigt
protivný	unausstehlich, widerlich	15 15-7 vorgefertigt
přísný	streng	15 15-8 vorgefertigt
sobecký	eigensinnig, ichbezogen	15 15-9 vorgefertigt
egoistický	egoistisch	15 15-10 vorgefertigt
spolehlivý	zuverlässig	15 15-11 vorgefertigt
sprostý	ordinär	15 15-12 vorgefertigt
vulgární	vulgär	15 15-13 vorgefertigt
statečný	tapfer	15 15-14 vorgefertigt
tvrdohlavý	hartnäckig, dickköpfig, eigensinnig	15 15-15 vorgefertigt
paličatý	hartnäckig, dickköpfig, eigensinnig	15 15-16 vorgefertigt
upřímný	aufrichtig	15 15-17 vorgefertigt
zapomnětlivý	vergesslich	15 15-18 vorgefertigt
zlý	böse	15 15-19 vorgefertigt
zodpovědný	verantwortungsbewusst	15 15-20 vorgefertigt
zvědavý	neugierig	15 15-21 vorgefertigt
zdvořilý	höflich	15 15-22 vorgefertigt
utrácet / utratit	ausgeben	15 15-23 vorgefertigt
proto	deshalb, darum	15 15-24 vorgefertigt
jen, jenom	nur	15 15-25 vorgefertigt
raději	lieber	15 15-26 vorgefertigt
míň	weniger	15 15-27 vorgefertigt
mýt* se / umýt* se	sich waschen	15 15-28 vorgefertigt
opalovat se	sich bräunen, sonnen	15 15-29 vorgefertigt
představit se	sich vorstellen	15 15-30 vorgefertigt
vtip (m.)	Witz	15 15-31 vorgefertigt
křičet	schreien	15 15-32 vorgefertigt
zjišťovat / zjistit	feststellen, sicherstellen	15 15-33 vorgefertigt
krást* / ukrást*	stehlen	15 15-34 vorgefertigt
na samotě (w.)	in der Einsamkeit	15 15-35 vorgefertigt
teď	jetzt	15 15-36 vorgefertigt
opravdu	wirklich	15 15-37 vorgefertigt
zvíře (s.)	Tier	15 15-38 vorgefertigt
mrakodrap (m.)	Wolkenkratzer	15 15-39 vorgefertigt
vesmír (m.)	Universum	15 15-40 vorgefertigt
brát* / vzít* telefon (m.)	das Telefon abheben	15 15-41 vorgefertigt
zvát* / pozvat* na večeři (w.)	zum Abendessen einladen	15 15-42 vorgefertigt
zvonit / zazvonit	läuten	15 15-43 vorgefertigt
vcházet / vejít* do obýváku (m.)	ins Wohnzimmer gehen	15 15-44 vorgefertigt
zouvat si / zout* si boty (w.Mz.)	Schuhe ausziehen	15 15-45 vorgefertigt
vcházet / vejít* do ordinace (w.)	in die Ordination hineingehen	15 15-46 vorgefertigt
smrkat	schnäuzen	15 15-47 vorgefertigt
divný, -á, -é	seltsam	15 15-48 vorgefertigt
květiny (w.Mz.)	Blumen(strauß)	15 15-49 vorgefertigt
zrušit	absagen	15 15-50 vorgefertigt
jinak	anders, auf eine andere Art	15 15-51 vorgefertigt
dovolená (w.)	Urlaub	15 15-52 vorgefertigt
bát* se (+2.F.)	sich fürchten	15 15-53 vorgefertigt
cestovat stopem (m.)	per Autostopp reisen	15 15-54 vorgefertigt
mít smůlu (w.)	Pech haben	15 15-55 vorgefertigt
opačný směr (m.)	entgegen gesetzte Richtung	15 15-56 vorgefertigt
rozbité auto (s.)	kaputtes Auto	15 15-57 vorgefertigt
mít strach (m.)	Angst haben	15 15-58 vorgefertigt
zapomenout* mapu (w.)	die (Straßen)karte vergessen	15 15-59 vorgefertigt
najednou	auf einmal	15 15-60 vorgefertigt
naštěstí (s.)	zum Glück	15 15-61 vorgefertigt
nechat	lassen	15 15-62 vorgefertigt
pryč	weg	15 15-63 vorgefertigt
opravovat / opravit	reparieren	15 15-64 vorgefertigt
vzdychat	seufzen	16 16-1 vorgefertigt
štíhlý, -á, -é	schlank	16 16-2 vorgefertigt
o pět centimetrů (m.)	um 5 Zentimeter	16 16-3 vorgefertigt
vyšší	höher, größer	16 16-4 vorgefertigt
lehčí	leichter	16 16-5 vorgefertigt
hezčí	schöner	16 16-6 vorgefertigt
menší	kleiner	16 16-7 vorgefertigt
krásný	schöner	16 16-8 vorgefertigt
vypadat	aussehen	16 16-9 vorgefertigt
letět	sich beeilen	16 16-10 vorgefertigt
lepší	besser	16 16-11 vorgefertigt
horší	schlechter, schlimmer	16 16-12 vorgefertigt
větší	größer	16 16-13 vorgefertigt
delší	länger	16 16-14 vorgefertigt
známý	bekannt	16 16-15 vorgefertigt
broskev (w.)	Pfirsich	16 16-16 vorgefertigt
sladký	süß	16 16-17 vorgefertigt
rybíz (m.)	Ribisel	16 16-18 vorgefertigt
hezký	schön	16 16-19 vorgefertigt
bohatý	reich	16 16-20 vorgefertigt
nebezpečný	gefährlich	16 16-21 vorgefertigt
vlasy (m.Mz.)	Haare	16 16-22 vorgefertigt
chytrý	klug	16 16-23 vorgefertigt
krátký	kurz	16 16-24 vorgefertigt
hubený	mager	16 16-25 vorgefertigt
řeka (w.)	Fluss	16 16-26 vorgefertigt
člověk (m.bel.)	Mensch	16 16-27 vorgefertigt
měřit / naměřit	messen	16 16-28 vorgefertigt
rychlý	schnell	16 16-29 vorgefertigt
slabý	schwach	16 16-30 vorgefertigt
med (m.)	Honig	16 16-31 vorgefertigt
spánek (m.)	Schlaf	16 16-32 vorgefertigt
během (+2.F.)	im Lauf	16 16-33 vorgefertigt
zakázat	verbieten	16 16-34 vorgefertigt
usměvavý	lächelnd	16 16-35 vorgefertigt
tvář (w.)	Gesicht, Wange	16 16-36 vorgefertigt
pevný	fest	16 16-37 vorgefertigt
víra (w.)	Glaube	16 16-38 vorgefertigt
zbraň (w.)	Waffe	16 16-39 vorgefertigt
horký (Adj.) – horko (Adv.)	heiß	16 16-40 vorgefertigt
tichý (Adj.) – tiše (Adv.)	leise	16 16-41 vorgefertigt
pomalý (Adj.) – pomalu (Adv.)	langsam	16 16-42 vorgefertigt
hlasitý (Adj.) – hlasitě (Adv.)	laut	16 16-43 vorgefertigt
rychlý (Adj.) – rychle (Adv.)	schnell	16 16-44 vorgefertigt
staromódní (Adj.) – staromódně // (Adv.)	altmodisch	16 16-45 vorgefertigt
rozzlobený (Adj.) – rozzlobeně (Adv.)	zornig, erzürnt	16 16-46 vorgefertigt
odtud	von hier	16 16-47 vorgefertigt
nějak	irgendwie	16 16-48 vorgefertigt
jasný (Adj.) – jasno (Adv.)	klar	16 16-49 vorgefertigt
mokrý (Adj.) – mokro (Adv.)	feucht	16 16-50 vorgefertigt
zatažený (Adj.) – zataženo (Adv.)	bedeckt	16 16-51 vorgefertigt
slunečný (Adj.) – slunečno (Adv.)	sonnig	16 16-52 vorgefertigt
suchý (Adj.) – sucho (Adv.)	trocken	16 16-53 vorgefertigt
ošklivý (Adj.) – ošklivě (Adv.)	hässlich	16 16-54 vorgefertigt
pršet, prší	regnen, es regnet	16 16-55 vorgefertigt
sněžit, sněží	schneien, es schneit	16 16-56 vorgefertigt
mrznout	frieren	16 16-57 vorgefertigt
klouzat	glatt sein	16 16-58 vorgefertigt
postupně	allmählich	16 16-59 vorgefertigt
blížit se	sich nähern	16 16-60 vorgefertigt
teplota (w.)	Temperatur	16 16-61 vorgefertigt
bouřka (w.)	Gewitter	16 16-62 vorgefertigt
teplo (s.)	Wärme	16 16-63 vorgefertigt
náledí (s.)	Glatteis	16 16-64 vorgefertigt
malý	menší, nejmenší // klein	16b 16b-1 vorgefertigt
velký	větší, největší // groß	16b 16b-2 vorgefertigt
špatný	horší, nejhorší // schlecht	16b 16b-3 vorgefertigt
dobrý	lepší, nejlepší // gut	16b 16b-4 vorgefertigt
krátký	kr\textbf{\uline{a}}tší, nejkr\textbf{\uline{a}}tší // kurz	16b 16b-5 vorgefertigt
krásný	krásnější, nejkrásnější // schön	16b 16b-6 vorgefertigt
dlouhý	delší, nejdelší // lang	16b 16b-7 vorgefertigt
vysoký	větší, největší // hoch	16b 16b-8 vorgefertigt
moderní	modernější, nejmodernější // modern	16b 16b-9 vorgefertigt
krásný	krásnější, nejkrásnější // schön	16b 16b-10 vorgefertigt
chytrý	chytřejší, nejchytřejší // klug	16b 16b-11 vorgefertigt
drahý	dražší, nejdražší // teuer	16b 16b-12 vorgefertigt
hezký	hezčí, nejhezčí // schön	16b 16b-13 vorgefertigt
sladký	sladší, nejsladší // süß	16b 16b-14 vorgefertigt
známý	známnější, neznámější // bekannt	16b 16b-15 vorgefertigt
slavný	slavnější, nejslavnější // berühmt	16b 16b-16 vorgefertigt
bohatý	bohatší, nejbohatší // reich	16b 16b-17 vorgefertigt
rychlý	rychl\textbf{\uline{e}}jší, nejrychl\textbf{\uline{e}}jší // schnell	16b 16b-18 vorgefertigt
lehký	lehčí, nejlehčí // leicht	16b 16b-19 vorgefertigt
starý	starší, nejstarší // alt	16b 16b-20 vorgefertigt
šťastný	šťastnější,nejšťastnější // glücklich	16b 16b-21 vorgefertigt
mladý	mladší, nejmladší // jung	16b 16b-22 vorgefertigt
hubený	hubenější,nejhubenější // schmal,dürr	16b 16b-23 vorgefertigt
nebezpečný	nebezpečnější, nejnebezpečnější // gefährlich	16b 16b-24 vorgefertigt
čistý	čistší, nejčistší // sauber, rein	16b 16b-25 vorgefertigt
zdravý	zdravější, nejzdravější // gesund	16b 16b-26 vorgefertigt
chudý	chudší, nejchudší // arm	16b 16b-27 vorgefertigt
bohatý	bohatší, nejbohatší // reich	16b 16b-28 vorgefertigt
komunikativní	komunikativnější, // nejkomunikativnější // kommunikativ	16b 16b-29 vorgefertigt
sympatický	sympati\textbf{\uline{čt}}ější, nejsympatičt\textbf{\uline{ěj}}ší // sympathisch	16b 16b-30 vorgefertigt
emocionální	emocionálnější, nejemocionálnější // emotional	16b 16b-31 vorgefertigt
slabý	slabší, nejslabší // schwach	16b 16b-32 vorgefertigt
pracovitý	pracovitější, nejpracovitější // fleißig	16b 16b-33 vorgefertigt
líný	línější, nejlínější // faul	16b 16b-34 vorgefertigt
hodný	hodnější, nejhodnější // brav	16b 16b-35 vorgefertigt
spolehlivý	spolehlivější, nejspolehlivější // zuverlässig	16b 16b-36 vorgefertigt
veselý	vesel\textbf{\uline{e}}jší, nejvesel\textbf{\uline{e}}jší // fröhlich	16b 16b-37 vorgefertigt
horký	horčejší, nejhorčejší // heiß	16b 16b-38 vorgefertigt
zvědavý	zvědavější, nejzvědavější // neugierig	16b 16b-39 vorgefertigt
tvrdohlavý	tvrdohlavější, nejtvrdohlavější // dickköpfig	16b 16b-40 vorgefertigt
mocný	mocnější, nejmocnější // mächtig	16b 16b-41 vorgefertigt
pustý	pustější, nejpustější // verlassen, öde	16b 16b-42 vorgefertigt
pevný	pevnější, nejpevnější // hart, fest	16b 16b-43 vorgefertigt
rychlý	rychl\textbf{\uline{e}}jší, nejrychl\textbf{\uline{e}}jší // schnell	16b 16b-44 vorgefertigt
populární	populárnější, nejpopulárnější // populär	16b 16b-45 vorgefertigt
levný	levnější, nejlevnější // billig	16b 16b-46 vorgefertigt
hlasitý	hlasitější, nejhlasitější // laut	16b 16b-47 vorgefertigt
častý	častější, nejčastější // häufig	16b 16b-48 vorgefertigt
těžký	těžší, nejtěžší // schwer	16b 16b-49 vorgefertigt
smutný	smutnější, nejsmutnější // traurig	16b 16b-50 vorgefertigt
silný	silnější, nejsilnější // stark	16b 16b-51 vorgefertigt
ekologický	ekologi\textbf{\uline{čt}}ější, nejekologi\textbf{\uline{čt}}ější // ökologisch, umweltfreundlich	16b 16b-52 vorgefertigt
tichý	tišší, nejtišší // leise	16b 16b-53 vorgefertigt
suchý	sušší,nejsušší // trocken	16b 16b-54 vorgefertigt
pomalý	pomal\textbf{\uline{e}}jší, nejpomal\textbf{\uline{e}}jší // langsam	16b 16b-55 vorgefertigt
strašný	strašnější, nejstrašnější // schrecklich	16b 16b-56 vorgefertigt
mokrý	mokřejší, nemokřejší // feucht	16b 16b-57 vorgefertigt
měkký	měkčí, nejměkčí // weich	16b 16b-58 vorgefertigt
zlý	horší, nejhorší // böse	16b 16b-59 vorgefertigt
nízký	nižší, nejnižší // niedrig	16b 16b-60 vorgefertigt
hluboký	hlubší, nejhlubší // tief	16b 16b-61 vorgefertigt
teplý	tepl\textbf{\uline{e}}jší, nejtepl\textbf{\uline{e}}jší // warm	16b 16b-62 vorgefertigt
ošklivý	ošklivější, nejošklivější // hässlich	16b 16b-63 vorgefertigt
jasný	jasnější, nejjasnější // klar	16b 16b-64 vorgefertigt
narozeniny (w.Mz.)	Geburtstag	17 17-1 vorgefertigt
všechno nejlepší k narozeninám // (w.Mz.)	alles Gute zum Geburtstag	17 17-2 vorgefertigt
vybrat peníze (w.Mz.)	Geld abheben	17 17-3 vorgefertigt
PSČ	Postleitzahl	17 17-4 vorgefertigt
volat / zavolat	(an)rufen	17 17-5 vorgefertigt
poslat esemesku (w.)	ein SMS schicken	17 17-6 vorgefertigt
ptát se / zeptat se (+2.F.)	fragen	17 17-7 vorgefertigt
knihovna (w.)	Buchhandlung	17 17-8 vorgefertigt
mobil (m.)	Handy	17 17-9 vorgefertigt
rozbitý, -á, -é	kaputt	17 17-10 vorgefertigt
dávat / dát	geben	17 17-11 vorgefertigt
kupovat / koupit	kaufen	17 17-12 vorgefertigt
pomáhat / pomoct	helfen	17 17-13 vorgefertigt
posílat / poslat	schicken, senden	17 17-14 vorgefertigt
telefonovat / zatelefonovat	telefonieren	17 17-15 vorgefertigt
vysvětlovat / vysvětlit	erklären	17 17-16 vorgefertigt
díky (+3.F.)	dank	17 17-17 vorgefertigt
k/ke (+3.F.)	zu	17 17-18 vorgefertigt
kvůli (+3.F.)	wegen	17 17-19 vorgefertigt
naproti (+3.F.)	gegenüber	17 17-20 vorgefertigt
proti (+3.F.)	gegen	17 17-21 vorgefertigt
vzhledem k (+3.F.)	im Hinblick auf, angesichts	17 17-22 vorgefertigt
směrem k (+3.F.)	in Richtung	17 17-23 vorgefertigt
vánoční dárek (m.)	Weihnachtsgeschenk	17 17-24 vorgefertigt
žádný, žádná, žádné	kein	17 17-25 vorgefertigt
vědět vím, víš, ...	wissen	17 17-26 vorgefertigt
zase	wieder(um)	17 17-27 vorgefertigt
lyže (w.Mz.)	Schi(er)	17 17-28 vorgefertigt
zapomínat / zapomenout	vergessen	17 17-29 vorgefertigt
půjčovat / půjčit	jem. etw. borgen, leihen	17 17-30 vorgefertigt
gratulovat / pogratulovat	gratulieren	17 17-31 vorgefertigt
půjčovat si / půjčit si	sich borgen, leihen	17 17-32 vorgefertigt
radit / poradit	raten, einen Rat geben	17 17-33 vorgefertigt
rozumět / porozumět	verstehen	17 17-34 vorgefertigt
omlouvat se / omluvit se	sich entschuldigen	17 17-35 vorgefertigt
